is_guest_login,dst_host_diff_srv_rate,dst_host_srv_diff_host_rate,service_imap4,flag_RSTO,label
0.0,0.02,0.01,0.0,0.0,0
0.0,0.0,0.18,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
2.8120296e-06,3.6522007e-07,3.9986443e-08,5.847269e-07,5.861221e-07,3
0.0,0.02,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
5.8176997e-06,1.0609956e-06,1.17544744e-07,1.4788533e-06,1.1475871e-06,3
4.963418e-07,5.5871652e-08,4.828567e-09,9.0162416e-08,6.749222e-08,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.05,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.04,0.0,0.0,0.0,0
3.0225183e-07,3.3550936e-08,2.1328703e-09,5.1128325e-08,3.9133692e-08,3
8.754659e-06,1.56453e-06,2.3321941e-07,2.1410924e-06,1.9378072e-06,3
0.0,0.0,0.05,0.0,0.0,0
0.0,0.03,0.0,0.0,0.0,0
0.0,0.0,0.16,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
1.2367274e-06,2.0142613e-07,1.9556387e-08,2.5596975e-07,2.1018259e-07,3
0.0,0.01,0.0,0.0,0.0,0
0.0,0.29,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.07,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
1.1900978e-06,1.7229482e-07,1.7937667e-08,2.395339e-07,2.0338575e-07,3
0.0,0.0,0.03,0.0,0.0,0
0.0,0.06,0.01,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.3,0.03,0.0,0.0,0
8.167204e-07,1.4786785e-07,1.1692273e-08,2.0945323e-07,1.7408752e-07,3
0.0,0.07,0.0,0.0,0.0,0
0.0,0.57,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.05,0.01,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
7.2304226e-07,8.1537344e-08,7.60606e-09,1.2668308e-07,1.0686142e-07,3
1.546043e-06,1.8335963e-07,2.30074e-08,2.9349255e-07,2.9109665e-07,3
0.0,0.0,0.03,0.0,0.0,0
8.056986e-07,9.1380734e-08,1.13950716e-08,1.6586425e-07,1.2370279e-07,3
0.0,0.0,0.03,0.0,0.0,0
0.0,0.03,0.02,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.47,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
1.8683029e-07,2.7188312e-08,2.355317e-09,3.874267e-08,2.8932257e-08,3
1.0757149e-06,1.5992548e-07,1.9217458e-08,2.2383423e-07,1.9853793e-07,3
0.0,0.03,0.01,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
2.4192243e-06,3.362576e-07,4.6881848e-08,5.121097e-07,4.3719382e-07,3
0.0,0.97,0.0,0.0,0.0,0
0.0,0.03,0.25,0.0,0.0,0
0.0,0.05,0.0,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
3.4182793e-07,3.3425042e-08,2.8407183e-09,5.1527564e-08,3.7905085e-08,3
1.615026e-07,2.1265462e-08,1.3626225e-09,3.3672812e-08,2.5291493e-08,3
0.0,0.0,0.08,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.05,0.0,0.0,0.0,0
1.2642465e-06,1.717125e-07,2.2648024e-08,3.0801957e-07,2.9262418e-07,3
0.0,0.33,0.02,0.0,0.0,0
6.3777424e-07,6.667627e-08,6.7212795e-09,1.12093026e-07,9.9825854e-08,3
1.2874161e-06,1.7121243e-07,1.6957182e-08,2.777285e-07,2.1703387e-07,3
5.6196563e-07,9.5020575e-08,9.439083e-09,1.3855772e-07,1.04384995e-07,3
0.0,0.0,0.01,0.0,0.0,0
1.3684179e-06,2.1182865e-07,2.042483e-08,2.6408654e-07,2.0796877e-07,3
0.0,0.11,0.04,0.0,0.0,0
6.0582494e-07,5.2924257e-08,6.447292e-09,1.01128244e-07,1.03678595e-07,3
6.786927e-07,8.276799e-08,5.978234e-09,1.2498597e-07,1.0539912e-07,3
0.0,0.0,0.02,0.0,0.0,0
3.5343264e-06,5.3999196e-07,9.6783495e-08,8.333102e-07,6.203394e-07,3
1.0115463e-06,1.3406341e-07,1.4214326e-08,1.8887471e-07,1.6948553e-07,3
0.0,0.0,0.05,0.0,0.0,0
0.0,0.0,0.02,0.0,0.0,0
0.0,0.0,0.03,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
6.16574e-06,1.0360609e-06,1.3410217e-07,1.3395862e-06,1.1986291e-06,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.03,0.0,0.0,0
1.5359966e-06,2.8924677e-07,3.3365932e-08,3.8376604e-07,2.661895e-07,3
0.0,0.0,0.01,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
2.1278954e-06,3.8975077e-07,4.5969283e-08,4.787481e-07,5.0019366e-07,3
9.108159e-07,1.316188e-07,1.3507666e-08,1.8378749e-07,1.4462567e-07,3
0.0,0.0,0.04,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.5,0.0,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
0.0,0.03,0.0,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
8.631035e-07,1.4439513e-07,1.3027986e-08,1.8826671e-07,1.7671758e-07,3
2.3208352e-06,5.2291233e-07,4.632134e-08,5.8206746e-07,4.299177e-07,3
0.0,0.06,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
2.5922814e-06,4.2215513e-07,4.485553e-08,5.035353e-07,4.6013156e-07,3
3.506448e-06,4.6151104e-07,5.9266256e-08,6.215842e-07,5.0520396e-07,3
2.386201e-06,3.2208646e-07,3.512093e-08,4.403157e-07,4.7175484e-07,3
0.0,0.0,0.03,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
1.5425495e-06,2.453656e-07,3.05126e-08,3.6044742e-07,2.8072563e-07,3
0.0,0.0,0.01,0.0,0.0,0
0.0,0.0,0.04,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
0.0,0.04,0.0,0.0,0.0,0
2.2945328e-07,3.2901568e-08,2.0977615e-09,4.7444612e-08,4.4684487e-08,3
0.0,0.03,0.02,0.0,0.0,0
0.0,0.0,0.02,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.08,0.02,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.03,0.0,0.0,0
0.0,0.17,0.09,0.0,0.0,0
1.2458638e-06,1.7909981e-07,1.9924157e-08,2.550608e-07,2.0898534e-07,3
0.0,0.0,0.04,0.0,0.0,0
1.299998e-06,1.9352292e-07,2.1321998e-08,2.6255543e-07,2.9657264e-07,3
0.0,0.0,0.02,0.0,0.0,0
0.0,0.0,0.02,0.0,0.0,0
2.5870188e-06,4.554879e-07,5.040839e-08,7.100941e-07,5.964911e-07,3
0.0,0.0,0.02,0.0,0.0,0
0.0,0.06,0.0,0.0,0.0,0
1.0,0.02,0.0,0.0,0.0,3
0.0,0.0,0.4,0.0,0.0,0
1.4013847e-06,1.6749514e-07,1.9356955e-08,2.2660669e-07,2.070618e-07,3
0.0,0.01,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.1,0.0,0.0,0
7.4122554e-06,9.784021e-07,1.7513948e-07,1.6931047e-06,1.361611e-06,3
5.0272565e-06,6.1419377e-07,8.880202e-08,1.0546722e-06,9.75726e-07,3
0.0,0.04,0.02,0.0,0.0,0
0.0,0.0,0.06,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
1.7399395e-06,2.8573874e-07,3.5824353e-08,3.8438506e-07,3.2754042e-07,3
6.832719e-07,5.9853555e-08,8.020449e-09,9.466999e-08,1.10225606e-07,3
3.7000373e-06,5.398035e-07,8.313013e-08,8.0403754e-07,7.284908e-07,3
1.6106056e-07,1.6626476e-08,1.930084e-09,2.797234e-08,2.5420624e-08,3
0.0,0.01,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
2.5507563e-06,4.6768693e-07,4.629643e-08,6.545482e-07,5.781974e-07,3
0.0,0.01,0.0,0.0,0.0,0
6.2703134e-07,7.5734455e-08,8.617728e-09,1.3580822e-07,1.2459289e-07,3
0.0,0.18,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
1.1889023e-06,1.5887507e-07,2.0326974e-08,2.0484354e-07,1.9645935e-07,3
1.5271132e-06,1.716457e-07,2.4504477e-08,3.0367042e-07,2.3925196e-07,3
0.0,0.85,0.0,0.0,0.0,0
7.947248e-07,7.059134e-08,9.879158e-09,1.2940707e-07,1.1611119e-07,3
0.0,0.01,0.0,0.0,0.0,0
1.9728973e-06,3.3111482e-07,3.0824854e-08,4.1877925e-07,3.6760918e-07,3
0.0,0.0,0.01,0.0,0.0,0
8.8657885e-07,1.0943293e-07,1.20841745e-08,1.5385633e-07,1.2940424e-07,3
0.0,0.0,0.01,0.0,0.0,0
2.4837206e-07,2.1296875e-08,1.8601978e-09,2.8833592e-08,2.3237346e-08,3
0.0,0.02,0.0,0.0,0.0,0
5.650843e-06,8.6509607e-07,1.4693472e-07,1.3289181e-06,1.0767544e-06,3
6.3462035e-06,1.3569571e-06,1.8678787e-07,1.8360865e-06,1.5742253e-06,3
0.0,0.17,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
1.6856402e-06,2.3114376e-07,2.8903132e-08,4.0833422e-07,3.068152e-07,3
6.6723965e-07,8.0952965e-08,6.6315557e-09,1.2567025e-07,1.1835e-07,3
0.0,0.0,0.0,0.0,0.0,0
2.2595639e-06,3.5176106e-07,5.1520292e-08,4.828566e-07,4.5917156e-07,3
1.1527236e-06,1.3981317e-07,1.3971738e-08,2.528892e-07,2.0630745e-07,3
5.1650085e-07,8.6035875e-08,9.104077e-09,1.2310575e-07,9.361917e-08,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.02,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.03,0.0,0.0,0.0,0
2.2297127e-06,3.0771332e-07,3.514338e-08,4.3895307e-07,3.7729308e-07,3
2.8025738e-06,4.775958e-07,4.388478e-08,7.5324886e-07,5.9163364e-07,3
4.5125084e-06,7.6898345e-07,1.01067506e-07,1.066626e-06,9.860544e-07,3
1.9501695e-06,3.4619848e-07,4.1108e-08,5.2967397e-07,4.07429e-07,3
0.0,0.01,0.0,0.0,0.0,0
3.7661544e-06,4.5303636e-07,7.7083676e-08,6.533732e-07,6.1769776e-07,3
3.025678e-06,4.8318407e-07,5.2044943e-08,6.493826e-07,6.1343223e-07,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.4,0.02,0.0,0.0,0
2.1232677e-06,4.0898271e-07,3.790971e-08,5.7734394e-07,4.4023628e-07,3
0.0,0.0,0.02,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.03,0.0,0.0,0
0.0,0.0,0.12,0.0,0.0,0
0.0,0.0,0.05,0.0,0.0,0
0.0,0.0,0.03,0.0,0.0,0
0.0,0.03,0.02,0.0,0.0,0
0.0,0.0,0.02,0.0,0.0,0
0.0,0.03,0.0,0.0,0.0,0
0.0,0.07,0.04,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.05,0.0,0.0,0
3.5924638e-06,6.1668885e-07,7.700094e-08,8.5006354e-07,7.0591256e-07,3
0.0,0.0,0.0,0.0,0.0,0
8.9908065e-07,1.03856536e-07,1.3069722e-08,1.5303408e-07,1.4718394e-07,3
3.3520118e-06,4.666453e-07,6.575082e-08,6.805354e-07,6.4909847e-07,3
2.7792187e-06,3.6041953e-07,5.441586e-08,4.7883765e-07,4.1508983e-07,3
0.0,0.02,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.86,0.0,0.0,0.0,0
0.0,0.0,0.02,0.0,0.0,0
0.0,0.06,0.01,0.0,0.0,0
0.0,0.06,0.0,0.0,0.0,0
0.0,0.0,0.04,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.1,0.01,0.0,0.0,0
0.0,0.0,0.02,0.0,0.0,0
0.0,0.8,0.0,0.0,0.0,0
0.0,0.14,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.08,0.0,0.0,0
0.0,0.0,0.07,0.0,0.0,0
1.0000541e-06,1.6977964e-07,1.4788597e-08,2.0283369e-07,1.591034e-07,3
0.0,0.0,0.01,0.0,0.0,0
6.4436576e-06,1.0120781e-06,1.593377e-07,1.5874119e-06,1.6539517e-06,3
0.0,0.0,0.02,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
1.0863739e-06,1.2891793e-07,1.6289595e-08,2.3083602e-07,1.7988225e-07,3
0.0,0.2,0.03,0.0,0.0,0
2.5566012e-06,3.0874537e-07,3.411031e-08,4.2303049e-07,3.9608292e-07,3
0.0,0.7,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.05,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
4.742014e-07,6.577817e-08,6.2592593e-09,1.00581744e-07,9.700879e-08,3
0.0,0.0,0.0,0.0,0.0,0
1.0211184e-06,1.3748287e-07,1.41259475e-08,2.1430314e-07,1.6271557e-07,3
0.0,0.0,0.12,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
2.9330704e-07,4.1721606e-08,3.0745617e-09,5.264347e-08,4.6033158e-08,3
1.0,0.03,0.0,0.0,0.0,0
8.6953946e-07,1.6001029e-07,1.8190354e-08,2.1809724e-07,1.7777148e-07,3
0.0,0.0,0.01,0.0,0.0,0
0.0,0.0,0.14,0.0,0.0,0
3.4849454e-06,5.148946e-07,7.816298e-08,7.4682134e-07,6.602854e-07,3
0.0,0.07,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
1.9486486e-06,2.0322753e-07,3.029138e-08,3.358048e-07,2.6591445e-07,3
3.3090964e-07,4.2297383e-08,3.5194536e-09,5.9708974e-08,5.25143e-08,3
0.0,0.08,0.02,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
1.6755206e-06,1.946405e-07,2.433563e-08,3.5987034e-07,3.3346208e-07,3
0.0,0.03,0.0,0.0,0.0,0
0.0,0.0,0.03,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
9.726156e-07,1.2920448e-07,1.610989e-08,1.938506e-07,2.0406225e-07,3
0.0,0.07,0.02,0.0,0.0,0
0.0,0.15,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.08,0.0,0.0,0
3.2286532e-06,4.874858e-07,6.0326336e-08,7.875594e-07,5.476473e-07,3
3.4537476e-07,5.651527e-08,5.5108322e-09,7.204049e-08,5.943288e-08,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.04,0.0,0.0,0
0.0,0.0,0.11,0.0,0.0,3
5.363154e-07,6.528046e-08,5.3644174e-09,9.266925e-08,8.9613444e-08,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
8.3814475e-06,1.2232307e-06,1.7845213e-07,1.7535458e-06,1.3516863e-06,3
0.0,0.0,0.04,0.0,0.0,0
0.0,0.0,0.05,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
8.8221833e-07,1.2880278e-07,1.4407249e-08,1.526816e-07,1.3398927e-07,3
1.5864616e-06,2.4233088e-07,2.5013101e-08,3.6149734e-07,3.0365132e-07,3
0.0,0.0,0.05,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.1,0.0,0.0,0.0,0
0.0,0.08,0.03,0.0,0.0,0
2.1753738e-06,2.741787e-07,3.919203e-08,3.7197722e-07,3.22155e-07,3
0.0,0.03,0.0,0.0,0.0,0
4.1353474e-06,5.434637e-07,6.706133e-08,8.7158935e-07,6.246499e-07,3
7.9335643e-07,1.1327198e-07,9.275515e-09,1.424374e-07,1.3442776e-07,3
7.2189305e-06,1.373513e-06,1.7973872e-07,1.7649459e-06,1.3706173e-06,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.08,0.0,0.0,0
0.0,0.0,0.05,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.03,0.0,0.0,0.0,0
1.2595688e-06,1.4877043e-07,1.6795564e-08,2.328969e-07,2.5286624e-07,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.05,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
5.5929235e-07,9.157057e-08,6.7428005e-09,1.14848554e-07,8.991014e-08,3
0.0,0.0,0.03,0.0,0.0,0
0.0,0.0,0.11,0.0,0.0,0
0.0,0.63,0.0,0.0,0.0,0
3.4199553e-07,4.6760572e-08,4.545936e-09,7.780184e-08,6.416832e-08,3
1.0129297e-06,1.4465328e-07,1.0478306e-08,1.9989332e-07,1.7264449e-07,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.05,0.0,0.0,0
0.0,0.0,0.06,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
2.1991004e-06,3.6709213e-07,4.5637133e-08,5.094879e-07,3.9563898e-07,3
0.0,0.0,0.05,0.0,0.0,0
4.980367e-06,6.542643e-07,8.575867e-08,1.0687442e-06,7.739053e-07,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
0.0,0.06,0.02,0.0,0.0,0
0.0,0.0,0.02,0.0,0.0,0
0.0,0.7,0.0,0.0,0.0,0
3.3645697e-06,6.111817e-07,5.291406e-08,7.327838e-07,6.844543e-07,3
0.0,0.02,0.0,0.0,0.0,0
0.0,0.0,0.02,0.0,0.0,0
0.0,0.0,0.06,0.0,0.0,0
0.0,0.11,0.01,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
6.0593754e-07,7.379912e-08,7.571927e-09,1.1763646e-07,1.135807e-07,3
4.8476903e-07,9.049372e-08,6.5001777e-09,1.2017098e-07,7.33274e-08,3
1.5419142e-06,2.7833758e-07,2.7158201e-08,4.0101756e-07,3.365572e-07,3
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.0,0.04,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
4.411728e-06,5.8849076e-07,1.00017765e-07,7.831047e-07,8.607066e-07,3
0.0,0.85,0.0,0.0,0.0,0
0.0,0.0,0.25,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
1.0,0.04,0.0,0.0,0.0,0
0.0,0.15,0.02,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
3.306561e-06,5.922478e-07,6.2909315e-08,7.547309e-07,5.900396e-07,3
0.0,0.0,0.03,0.0,0.0,0
0.0,0.0,0.05,0.0,0.0,0
0.0,0.1,0.0,0.0,0.0,0
1.3843884e-06,2.3201302e-07,2.1529514e-08,2.7431727e-07,1.9979191e-07,3
1.3423497e-06,1.8929578e-07,1.7880044e-08,2.3620831e-07,1.7950302e-07,3
0.0,0.0,0.05,0.0,0.0,0
1.2266572e-06,1.8492908e-07,1.7936642e-08,2.7932597e-07,2.0838492e-07,3
0.0,0.01,0.0,0.0,0.0,0
0.0,0.29,0.03,0.0,0.0,0
0.0,0.0,0.09,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
2.155335e-07,2.8813032e-08,2.0147868e-09,4.240296e-08,3.1231604e-08,3
0.0,0.0,0.0,0.0,0.0,0
1.30434e-05,1.824559e-06,2.6658807e-07,2.6120947e-06,2.3976409e-06,3
0.0,0.0,0.0,0.0,0.0,0
2.2649162e-06,2.776647e-07,3.669216e-08,3.8039224e-07,3.2408585e-07,3
0.0,0.0,0.11,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
1.0795595e-06,1.7529989e-07,1.617322e-08,2.2130288e-07,1.9234663e-07,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.03,0.01,0.0,0.0,0
0.0,0.0,0.04,0.0,0.0,0
0.0,0.0,0.01,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.06,0.0,0.0,0.0,0
0.0,0.0,0.05,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
6.373588e-06,1.4417717e-06,1.9449448e-07,1.6387048e-06,1.4530061e-06,3
0.0,0.01,0.0,0.0,0.0,0
0.0,0.66,0.0,0.0,0.0,0
9.0990255e-07,1.702617e-07,1.7937875e-08,1.9212628e-07,1.525915e-07,3
0.0,0.01,0.0,0.0,0.0,0
0.0,0.0,0.06,0.0,0.0,0
6.106085e-07,1.0317457e-07,8.066229e-09,1.4961371e-07,1.04545585e-07,3
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.03,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.68,0.0,0.0,0.0,0
0.0,0.02,0.0,0.0,0.0,0
0.0,0.04,0.0,0.0,0.0,0
1.6631637e-06,2.1299302e-07,3.200348e-08,3.462315e-07,2.5296157e-07,3
0.0,0.09,0.0,0.0,0.0,0
0.0,0.0,0.03,0.0,0.0,0
0.0,0.0,0.07,0.0,0.0,0
1.2764779e-06,2.0780898e-07,1.8056681e-08,2.8181387e-07,2.2378153e-07,3
0.0,0.0,0.03,0.0,0.0,0
1.3825031e-06,1.9819024e-07,2.7682704e-08,2.8141207e-07,2.727024e-07,3
0.0,0.12,0.0,0.0,0.0,0
0.0,0.01,0.0,0.0,0.0,0
1.2939658e-07,1.8189832e-08,1.196411e-09,2.5560354e-08,2.2616295e-08,3
0.0,0.0,0.0,0.0,0.0,0
