root_shell,su_attempted,dst_host_same_src_port_rate,service_http,service_telnet,label
0.9999998,0.99999917,0.99999785,0.9999999,0.99999934,4
0.9999996,0.99999756,0.9999957,0.99999976,0.9999984,4
0.9999998,0.9999986,0.9999967,0.9999999,0.9999989,4
0.99999976,0.9999984,0.9999971,0.9999999,0.9999989,4
0.99999964,0.99999744,0.99999446,0.9999998,0.9999985,4
0.99999875,0.99999416,0.9999841,0.9999993,0.9999952,4
0.9999984,0.99999315,0.9999862,0.9999992,0.99999386,4
0.99999976,0.99999815,0.9999969,0.9999998,0.99999917,4
0.99999946,0.99999565,0.9999922,0.99999964,0.9999972,4
0.9999995,0.9999975,0.9999939,0.9999997,0.9999981,4
0.9999996,0.9999979,0.99999446,0.9999998,0.99999857,4
0.9999967,0.9999843,0.99995923,0.99999714,0.9999891,4
0.9999998,0.99999857,0.9999968,0.9999999,0.99999917,4
0.9999998,0.9999988,0.99999726,0.9999999,0.9999993,4
0.99999917,0.99999434,0.99998665,0.99999946,0.9999961,4
0.99999964,0.99999845,0.99999523,0.9999998,0.99999857,4
0.99999976,0.99999875,0.9999963,0.9999999,0.9999993,4
0.9999993,0.9999958,0.99999166,0.99999964,0.99999696,4
0.99999934,0.9999967,0.99999213,0.9999997,0.99999756,4
0.99999905,0.99999505,0.99998885,0.9999994,0.99999565,4
0.9999994,0.99999714,0.9999923,0.9999995,0.99999726,4
0.9999994,0.9999957,0.9999923,0.9999996,0.9999981,4
0.99999976,0.9999984,0.99999684,0.9999999,0.9999992,4
0.9999996,0.9999975,0.9999942,0.99999976,0.99999756,4
0.9999999,0.9999992,0.99999845,1.0,0.9999996,4
0.99999976,0.9999987,0.9999966,0.9999999,0.99999887,4
0.9999996,0.9999978,0.999995,0.99999976,0.99999803,4
0.9999988,0.99999434,0.9999849,0.9999993,0.9999954,4
0.99999905,0.99999446,0.99999005,0.99999946,0.99999607,4
0.99999976,0.99999803,0.99999714,0.9999999,0.9999991,4
0.9999997,0.9999981,0.99999577,0.99999976,0.99999875,4
0.99999934,0.99999684,0.9999931,0.9999997,0.99999815,4
0.99999887,0.9999932,0.9999878,0.99999946,0.99999607,4
0.9999992,0.99999565,0.9999902,0.99999946,0.99999714,4
0.9999993,0.9999957,0.9999908,0.99999946,0.9999975,4
0.99999934,0.9999962,0.9999928,0.9999996,0.99999726,4
0.99999964,0.99999774,0.9999959,0.9999998,0.9999987,4
0.9999997,0.9999984,0.9999958,0.9999998,0.9999987,4
0.99999946,0.99999607,0.9999918,0.99999964,0.9999978,4
0.9999992,0.999995,0.9999911,0.9999995,0.9999966,4
0.9999995,0.9999963,0.9999951,0.99999964,0.9999979,4
0.99999976,0.99999887,0.9999973,0.9999999,0.99999917,4
0.9999983,0.9999903,0.9999793,0.99999875,0.999993,4
0.99999964,0.9999965,0.9999945,0.9999997,0.9999982,4
0.9999971,0.9999866,0.99997085,0.99999833,0.9999904,4
0.9999999,0.9999991,0.99999803,0.99999994,0.9999994,4
0.99999994,0.99999964,0.9999987,1.0,0.99999964,4
0.99999964,0.9999977,0.99999523,0.9999998,0.99999857,4
0.99999976,0.99999833,0.99999523,0.9999998,0.9999986,4
0.9999999,0.9999992,0.99999803,0.99999994,0.9999994,4
0.99999976,0.9999979,0.99999666,0.9999998,0.99999875,4
0.9999997,0.999998,0.999994,0.99999976,0.9999987,4
0.9999993,0.99999523,0.9999915,0.9999994,0.9999967,4
0.9999998,0.9999988,0.9999977,0.9999999,0.9999992,4
0.9999998,0.9999987,0.9999965,0.9999999,0.9999991,4
0.999999,0.999994,0.99998564,0.9999991,0.9999957,4
0.99999934,0.9999962,0.9999935,0.99999964,0.99999684,4
0.99999535,0.9999785,0.9999642,0.9999976,0.99998605,4
0.99999946,0.9999964,0.99999374,0.99999964,0.9999981,4
0.9999999,0.9999994,0.99999857,1.0,0.99999946,4
0.99999785,0.9999909,0.999979,0.999999,0.9999931,4
0.99999964,0.9999982,0.99999547,0.99999976,0.99999845,4
0.99999946,0.9999964,0.9999919,0.9999997,0.9999982,4
0.9999998,0.99999875,0.9999974,0.9999999,0.99999887,4
0.99999964,0.99999774,0.9999953,0.9999998,0.9999988,4
1.0,0.9999997,0.99999887,1.0,0.9999997,4
0.99999905,0.9999967,0.9999905,0.9999995,0.9999967,4
0.99999994,0.9999994,0.9999983,1.0,0.99999964,4
0.99999905,0.9999957,0.9999872,0.9999994,0.9999967,4
0.99999976,0.99999887,0.9999961,0.9999999,0.999999,4
0.9999995,0.99999696,0.99999446,0.99999976,0.9999981,4
0.9999995,0.9999979,0.999994,0.9999998,0.9999985,4
0.9999973,0.9999855,0.99997133,0.9999986,0.99999255,4
0.9999989,0.99999416,0.999986,0.99999946,0.99999565,4
0.99999964,0.99999803,0.9999946,0.99999976,0.9999982,4
0.9999991,0.9999961,0.9999921,0.9999995,0.999997,4
0.9999992,0.9999964,0.9999917,0.99999946,0.9999972,4
0.9999997,0.99999774,0.99999696,0.9999998,0.9999987,4
0.9999996,0.9999978,0.99999386,0.99999976,0.9999984,4
0.9999986,0.9999925,0.99998957,0.99999934,0.999994,4
0.9999995,0.9999973,0.9999931,0.9999997,0.99999815,4
0.9999994,0.99999577,0.9999935,0.99999964,0.9999981,4
0.9999995,0.9999972,0.9999938,0.99999976,0.9999982,4
0.99999994,0.99999946,0.99999857,1.0,0.9999995,4
0.99999994,0.9999995,0.99999845,1.0,0.9999997,4
0.99999934,0.99999607,0.9999905,0.9999997,0.9999978,4
0.9999999,0.99999917,0.9999979,0.99999994,0.99999934,4
0.9999991,0.9999946,0.9999874,0.99999934,0.99999624,4
0.99999976,0.9999988,0.9999961,0.9999999,0.99999905,4
0.99999857,0.999993,0.9999872,0.9999993,0.99999416,4
0.99999887,0.9999942,0.9999886,0.99999934,0.999996,4
0.99999684,0.99998736,0.9999745,0.9999981,0.99999136,4
0.99999946,0.99999744,0.99999446,0.9999997,0.9999983,4
0.99999964,0.99999744,0.99999446,0.99999976,0.999998,4
0.9999996,0.9999982,0.9999947,0.99999976,0.9999984,4
0.99999964,0.9999982,0.9999955,0.9999998,0.99999887,4
0.9999996,0.9999974,0.99999326,0.99999976,0.9999984,4
0.9999998,0.99999815,0.9999973,0.9999999,0.999999,4
0.9999994,0.9999958,0.99999326,0.99999964,0.999998,4
0.99999607,0.9999829,0.99996895,0.9999972,0.9999893,4
0.99999964,0.9999977,0.9999945,0.9999997,0.9999984,4
0.9999996,0.9999978,0.9999947,0.99999976,0.99999833,4
0.99999905,0.9999942,0.99998957,0.9999994,0.99999666,4
0.99999857,0.9999924,0.9999816,0.99999917,0.9999945,4
0.9999999,0.9999993,0.9999981,0.99999994,0.99999946,4
0.999999,0.99999493,0.99998826,0.9999996,0.9999963,4
0.9999997,0.9999983,0.9999946,0.9999998,0.99999875,4
0.9999995,0.9999967,0.9999934,0.99999976,0.9999977,4
1.0,0.99999964,0.9999992,1.0,0.9999998,4
0.9999999,0.9999994,0.99999845,0.99999994,0.99999946,4
0.9999995,0.99999666,0.9999948,0.99999964,0.99999815,4
0.99999964,0.99999744,0.99999493,0.99999976,0.9999984,4
0.9999999,0.9999987,0.9999975,0.9999998,0.9999992,4
0.9999998,0.9999986,0.9999975,0.9999999,0.9999993,4
0.9999997,0.9999981,0.99999636,0.9999998,0.99999887,4
0.99999964,0.99999744,0.99999547,0.9999998,0.99999845,4
0.9999975,0.99998677,0.99997276,0.9999982,0.9999908,4
0.9999998,0.99999857,0.9999964,0.9999999,0.999999,4
0.99999905,0.9999942,0.99998736,0.99999946,0.99999624,4
0.99999994,0.9999995,0.99999845,1.0,0.99999964,4
0.9999997,0.9999979,0.9999957,0.9999998,0.999999,4
0.9999995,0.99999696,0.9999936,0.99999976,0.99999803,4
0.9999999,0.9999991,0.99999833,0.99999994,0.9999994,4
1.0,0.9999997,0.99999905,1.0,0.99999976,4
0.9999992,0.99999535,0.99998766,0.9999996,0.9999965,4
0.99999887,0.9999942,0.99998623,0.9999994,0.99999607,4
0.99999976,0.999998,0.99999547,0.9999998,0.9999983,4
0.9999997,0.99999845,0.99999744,0.9999999,0.9999992,4
0.99999887,0.99999344,0.9999816,0.99999917,0.9999961,4
0.99999917,0.99999565,0.999992,0.9999995,0.999997,4
0.99999946,0.99999785,0.99999434,0.9999997,0.99999815,4
0.99999964,0.9999985,0.9999952,0.9999998,0.9999989,4
0.9999995,0.99999666,0.9999942,0.99999964,0.9999981,4
0.99999946,0.9999972,0.9999935,0.9999997,0.99999833,4
0.99999964,0.9999978,0.99999595,0.9999998,0.9999987,4
0.99999976,0.9999986,0.9999976,0.9999999,0.999999,4
0.9999996,0.9999975,0.9999958,0.99999976,0.9999987,4
0.99999964,0.99999815,0.9999943,0.99999976,0.9999986,4
0.9999996,0.99999714,0.9999937,0.99999976,0.9999987,4
0.9999994,0.9999967,0.9999924,0.9999997,0.99999756,4
0.9999998,0.9999985,0.99999654,0.9999999,0.99999917,4
0.9999997,0.9999984,0.99999654,0.9999999,0.99999875,4
0.9999993,0.9999968,0.9999908,0.99999964,0.99999714,4
0.9999922,0.99996465,0.9999322,0.99999577,0.99997723,4
0.9999984,0.9999902,0.99998355,0.999999,0.9999937,4
0.99999917,0.9999927,0.9999888,0.99999946,0.999996,4
0.9999982,0.99999034,0.9999804,0.9999989,0.9999941,4
0.9999998,0.9999986,0.99999684,0.9999999,0.999999,4
0.99999887,0.99999493,0.9999872,0.99999946,0.9999969,4
0.9999991,0.99999475,0.9999902,0.99999946,0.99999684,4
0.9999992,0.99999636,0.99999005,0.9999996,0.99999726,4
0.9999989,0.99999404,0.99998564,0.99999934,0.9999964,4
0.99999994,0.9999995,0.99999857,1.0,0.9999996,4
0.99999994,0.9999996,0.9999989,1.0,0.9999997,4
0.9999995,0.99999714,0.99999416,0.99999976,0.999998,4
0.9999982,0.9999904,0.9999798,0.9999987,0.99999386,4
0.99999976,0.9999988,0.99999607,0.9999998,0.9999987,4
0.9999999,0.9999994,0.99999815,1.0,0.9999995,4
0.9999981,0.99998987,0.9999779,0.999999,0.99999434,4
0.99999803,0.99999034,0.99997944,0.999999,0.99999183,4
0.99999994,0.9999995,0.9999989,1.0,0.9999995,4
0.9999983,0.9999906,0.9999822,0.99999887,0.9999926,4
0.9999995,0.9999971,0.99999446,0.9999997,0.9999979,4
0.999999,0.9999964,0.9999906,0.99999946,0.9999964,4
0.999999,0.99999446,0.99999,0.9999996,0.9999962,4
0.99999946,0.9999957,0.9999921,0.9999996,0.9999975,4
0.99999976,0.99999785,0.9999963,0.9999999,0.9999983,4
0.99999946,0.9999964,0.9999942,0.99999964,0.99999774,4
0.99999934,0.9999962,0.99999154,0.99999964,0.9999973,4
0.9999987,0.99999356,0.9999898,0.9999992,0.9999942,4
0.99999887,0.99999326,0.99998444,0.9999994,0.9999953,4
0.9999998,0.9999986,0.999997,0.9999999,0.99999905,4
0.9999999,0.9999991,0.9999987,1.0,0.9999997,4
0.99999857,0.99998975,0.99998164,0.999999,0.99999493,4
0.99999857,0.99999344,0.9999826,0.9999992,0.9999957,4
0.9999984,0.99999166,0.99998164,0.9999987,0.9999947,4
0.99999636,0.99998736,0.99997115,0.99999785,0.99998605,4
0.9999994,0.9999961,0.99999195,0.9999997,0.9999978,4
0.99999964,0.99999785,0.99999523,0.9999997,0.9999983,4
0.9999997,0.9999975,0.9999952,0.9999999,0.99999905,4
0.99999934,0.9999967,0.99999374,0.9999997,0.9999981,4
0.9999997,0.9999977,0.99999464,0.9999998,0.99999875,4
0.9999994,0.9999963,0.999994,0.99999976,0.9999978,4
0.9999986,0.9999925,0.99998564,0.99999905,0.99999326,4
1.0,0.9999996,0.99999917,1.0,0.99999976,4
0.99999976,0.9999985,0.9999966,0.9999999,0.9999989,4
0.99999976,0.9999988,0.99999607,0.9999999,0.9999991,4
0.99999994,0.99999946,0.9999986,1.0,0.99999964,4
0.99999964,0.9999976,0.999995,0.99999976,0.9999981,4
0.9999987,0.9999942,0.999983,0.99999917,0.99999607,4
0.9999985,0.99999326,0.9999863,0.99999934,0.99999475,4
0.99999964,0.9999979,0.99999565,0.9999998,0.99999857,4
0.9999998,0.999999,0.99999774,0.9999999,0.99999905,4
0.9999987,0.9999935,0.9999888,0.9999995,0.9999954,4
0.9999997,0.99999833,0.99999565,0.99999976,0.999998,4
0.99999946,0.99999696,0.9999929,0.99999976,0.9999985,4
0.9999996,0.9999977,0.9999942,0.99999976,0.9999976,4
0.9999994,0.99999607,0.9999924,0.99999964,0.99999815,4
0.9999991,0.99999624,0.99999076,0.9999996,0.99999726,4
0.9999998,0.99999887,0.9999974,0.9999999,0.9999991,4
0.99999934,0.9999968,0.9999903,0.99999964,0.9999977,4
0.9999999,0.99999905,0.99999815,0.99999994,0.9999995,4
0.9999997,0.9999983,0.99999666,0.9999998,0.99999875,4
0.99999976,0.9999987,0.99999666,0.9999999,0.9999992,4
0.99999976,0.9999981,0.99999535,0.9999998,0.9999986,4
1.0,0.9999999,0.99999976,1.0,1.0,4
0.9999989,0.9999954,0.9999901,0.9999994,0.99999595,4
0.9999992,0.99999493,0.99998903,0.99999934,0.999997,4
0.9999994,0.9999971,0.9999935,0.99999964,0.99999803,4
0.9999995,0.99999756,0.99999434,0.99999976,0.9999985,4
0.9999993,0.99999577,0.99999267,0.9999996,0.9999976,4
0.9999997,0.9999983,0.9999954,0.9999998,0.99999887,4
0.9999994,0.9999943,0.9999911,0.9999996,0.9999972,4
0.99999917,0.9999936,0.99999017,0.9999994,0.99999547,4
0.99999976,0.99999833,0.999997,0.9999999,0.9999991,4
0.99999976,0.9999984,0.9999962,0.9999999,0.99999887,4
0.99999934,0.9999963,0.9999926,0.9999996,0.9999979,4
0.9999995,0.9999962,0.99999183,0.99999964,0.9999979,4
0.9999997,0.99999833,0.99999666,0.9999998,0.999999,4
0.9999993,0.9999957,0.9999908,0.9999995,0.9999971,4
1.0,0.99999976,0.9999994,1.0,0.9999999,4
0.9999982,0.99999267,0.9999845,0.99999875,0.99999446,4
0.99999976,0.9999982,0.99999523,0.9999999,0.999999,4
0.9999998,0.9999986,0.9999973,0.9999999,0.9999992,4
0.9999996,0.99999744,0.9999925,0.9999997,0.99999774,4
0.9999997,0.99999833,0.99999505,0.9999998,0.99999857,4
0.9999993,0.99999547,0.99999154,0.9999997,0.999997,4
0.9999999,0.99999887,0.9999975,0.99999994,0.9999994,4
0.9999949,0.99997747,0.99996287,0.9999971,0.9999853,4
0.99999875,0.99999374,0.9999849,0.99999934,0.9999964,4
0.9999997,0.99999833,0.9999959,0.9999998,0.9999988,4
1.0,0.99999934,0.9999986,1.0,0.99999964,4
0.9999999,0.9999991,0.9999971,0.99999994,0.9999992,4
0.99999946,0.9999972,0.9999929,0.9999997,0.99999696,4
0.99999964,0.9999975,0.99999493,0.9999999,0.9999985,4
0.9999998,0.99999875,0.9999976,0.9999999,0.9999993,4
0.99999934,0.99999714,0.9999931,0.99999964,0.9999972,4
0.9999985,0.9999916,0.9999843,0.9999993,0.9999943,4
0.99999803,0.9999886,0.999976,0.9999986,0.9999913,4
0.99999875,0.9999933,0.999982,0.99999917,0.9999952,4
0.999998,0.9999895,0.99997896,0.9999987,0.9999928,4
0.99999964,0.99999756,0.99999374,0.99999976,0.99999833,4
0.99999803,0.9999904,0.99997884,0.99999857,0.9999931,4
0.9999967,0.9999823,0.99997103,0.9999979,0.9999876,4
0.9999999,0.99999934,0.99999774,0.99999994,0.9999995,4
0.99999976,0.9999978,0.9999963,0.9999998,0.99999887,4
0.99999803,0.9999897,0.9999721,0.9999987,0.9999936,4
0.99999964,0.99999845,0.9999949,0.9999998,0.99999887,4
0.9999995,0.9999974,0.9999943,0.9999997,0.99999803,4
0.9999949,0.9999757,0.9999562,0.9999964,0.9999817,4
0.99999976,0.99999875,0.99999654,0.9999999,0.9999989,4
0.99999875,0.99999404,0.9999882,0.99999934,0.99999535,4
0.9999998,0.999999,0.9999978,0.99999994,0.99999917,4
0.9999997,0.99999785,0.99999577,0.9999998,0.99999875,4
0.99999833,0.99999285,0.99998397,0.99999905,0.99999475,4
0.9999998,0.999999,0.99999744,0.99999994,0.99999934,4
0.9999995,0.99999726,0.99999446,0.9999997,0.9999978,4
0.99999964,0.99999744,0.99999493,0.9999997,0.99999845,4
0.99999964,0.999998,0.9999953,0.9999998,0.99999857,4
0.9999994,0.9999969,0.99999297,0.9999997,0.99999756,4
0.99999934,0.9999958,0.999992,0.9999995,0.9999972,4
0.9999991,0.9999951,0.9999894,0.9999993,0.9999967,4
0.9999998,0.999999,0.99999744,0.9999999,0.9999992,4
0.99999934,0.9999956,0.99999183,0.99999964,0.9999965,4
0.99999976,0.99999857,0.9999961,0.9999999,0.9999989,4
0.99999833,0.9999877,0.9999772,0.99999845,0.9999921,4
0.9999997,0.9999978,0.999995,0.9999999,0.9999986,4
0.9999997,0.99999785,0.9999961,0.9999998,0.99999845,4
0.9999992,0.9999947,0.99999124,0.9999996,0.999997,4
0.9999998,0.9999986,0.999997,0.9999998,0.9999989,4
0.99999946,0.9999969,0.99999297,0.9999997,0.999998,4
0.99999976,0.9999981,0.99999714,0.9999999,0.9999988,4
0.99999934,0.9999953,0.99999183,0.99999964,0.9999972,4
0.9999998,0.99999887,0.99999744,0.9999999,0.9999991,4
0.999999,0.9999948,0.9999884,0.9999994,0.9999969,4
0.99999887,0.99999315,0.9999848,0.9999994,0.99999607,4
0.9999996,0.99999726,0.9999944,0.9999998,0.99999857,4
0.9999987,0.9999934,0.9999858,0.99999934,0.9999952,4
0.99999946,0.9999976,0.9999932,0.9999997,0.9999982,4
0.99999964,0.9999977,0.9999946,0.99999976,0.9999983,4
0.9999971,0.99998885,0.9999758,0.9999984,0.99999,4
0.9999989,0.9999949,0.9999893,0.9999994,0.99999595,4
0.9999998,0.9999989,0.99999785,0.99999994,0.9999993,4
0.99999994,0.9999994,0.9999988,1.0,0.9999997,4
0.9999999,0.99999946,0.9999986,1.0,0.99999946,4
0.9999999,0.9999994,0.99999875,1.0,0.9999996,4
0.9999995,0.9999977,0.9999942,0.9999997,0.99999785,4
0.99999905,0.9999945,0.999986,0.99999917,0.9999944,4
0.99999964,0.9999974,0.9999949,0.9999998,0.9999985,4
0.9999978,0.99998933,0.99998504,0.9999988,0.99999315,4
0.99999964,0.99999803,0.9999952,0.9999998,0.99999833,4
0.9999998,0.9999989,0.99999666,0.9999999,0.99999934,4
0.99999994,0.99999934,0.99999845,1.0,0.9999996,4
0.99999994,0.9999995,0.99999875,1.0,0.9999996,4
0.9999998,0.99999905,0.9999979,0.99999994,0.9999992,4
0.9999994,0.99999714,0.9999933,0.99999964,0.99999744,4
0.9999991,0.99999475,0.9999865,0.9999994,0.99999624,4
0.9999991,0.9999949,0.9999915,0.99999946,0.99999684,4
0.9999994,0.99999624,0.99999243,0.99999964,0.99999756,4
0.99999845,0.999992,0.99998325,0.9999991,0.99999416,4
0.9999999,0.99999917,0.9999982,0.9999999,0.99999934,4
0.9999993,0.99999577,0.99999064,0.99999964,0.99999726,4
0.9999998,0.9999988,0.999997,0.9999999,0.99999905,4
0.999998,0.99999076,0.99997854,0.9999988,0.9999938,4
0.9999994,0.9999976,0.99999326,0.9999997,0.9999979,4
0.999996,0.99998593,0.9999689,0.9999978,0.999991,4
0.99999946,0.9999967,0.99999315,0.99999976,0.99999774,4
0.9999998,0.9999989,0.99999803,0.9999999,0.99999905,4
0.9999999,0.9999992,0.9999978,0.99999994,0.99999946,4
0.99999934,0.99999714,0.999991,0.9999997,0.99999696,4
0.99999917,0.999994,0.9999887,0.9999992,0.9999967,4
0.9999998,0.99999905,0.99999744,0.99999994,0.9999993,4
0.99999934,0.99999636,0.99999136,0.9999996,0.99999744,4
0.9999998,0.9999988,0.9999975,0.9999999,0.9999991,4
0.99999964,0.99999726,0.9999951,0.9999997,0.99999815,4
0.9999991,0.99999505,0.99998903,0.9999994,0.9999963,4
0.9999994,0.9999975,0.9999923,0.99999976,0.9999977,4
0.99999964,0.999997,0.999995,0.9999997,0.99999833,4
0.99999964,0.9999983,0.9999948,0.9999998,0.9999981,4
0.99999964,0.9999981,0.99999464,0.99999976,0.9999982,4
0.9999999,0.9999991,0.99999845,0.99999994,0.9999994,4
0.99999976,0.9999986,0.9999972,0.9999999,0.9999992,4
0.99999994,0.9999996,0.9999986,1.0,0.9999996,4
0.9999986,0.9999934,0.99998575,0.9999992,0.9999943,4
0.99999917,0.99999595,0.9999887,0.9999996,0.9999962,4
0.9999999,0.9999991,0.9999983,0.99999994,0.99999934,4
0.9999968,0.9999841,0.9999744,0.9999982,0.99998945,4
0.9999995,0.9999965,0.99999475,0.99999964,0.9999983,4
0.9999991,0.99999374,0.9999881,0.99999946,0.9999963,4
0.99999905,0.99999464,0.99998784,0.9999994,0.9999967,4
0.9999999,0.9999992,0.99999857,0.99999994,0.99999946,4
0.9999995,0.99999696,0.99999404,0.99999976,0.9999981,4
0.9999981,0.99998826,0.99997944,0.99999905,0.9999942,4
0.9999985,0.9999912,0.9999825,0.9999989,0.99999434,4
0.9999984,0.9999926,0.9999837,0.9999989,0.9999952,4
0.9999992,0.9999951,0.9999911,0.9999996,0.9999964,4
0.999999,0.9999945,0.99998903,0.99999934,0.9999959,4
0.99999964,0.9999971,0.99999523,0.9999998,0.9999982,4
0.9999992,0.99999607,0.99998885,0.9999994,0.99999756,4
0.99999946,0.9999967,0.9999921,0.9999997,0.9999973,4
0.99999994,0.9999995,0.99999887,1.0,0.99999976,4
0.9999999,0.9999993,0.9999985,0.99999994,0.9999994,4
0.9999998,0.9999988,0.9999972,0.9999999,0.99999917,4
0.9999999,0.9999993,0.9999978,0.99999994,0.99999934,4
0.9999992,0.9999958,0.9999913,0.99999964,0.99999714,4
0.99999934,0.99999595,0.9999928,0.9999996,0.9999969,4
0.9999998,0.99999887,0.99999684,0.9999999,0.9999991,4
0.9999992,0.99999624,0.9999888,0.9999995,0.9999969,4
0.99999976,0.9999986,0.9999958,0.9999998,0.9999986,4
0.999998,0.9999921,0.9999795,0.99999887,0.9999927,4
0.9999991,0.99999547,0.9999903,0.99999946,0.99999696,4
0.9999992,0.9999955,0.99999124,0.99999946,0.99999636,4
0.99999964,0.9999978,0.999995,0.99999976,0.9999981,4
0.99999934,0.9999962,0.9999928,0.99999964,0.9999977,4
0.99999976,0.99999857,0.9999961,0.9999998,0.9999989,4
0.9999996,0.99999744,0.9999944,0.99999976,0.99999785,4
0.99999934,0.9999962,0.9999913,0.9999996,0.99999803,4
0.9999988,0.99999464,0.9999867,0.99999917,0.9999951,4
0.9999996,0.9999964,0.99999505,0.99999976,0.9999988,4
0.99999976,0.99999857,0.99999624,0.9999999,0.99999887,4
0.99999964,0.9999982,0.99999636,0.9999998,0.9999987,4
0.99999976,0.9999985,0.9999971,0.9999999,0.9999993,4
0.9999991,0.9999946,0.9999905,0.9999994,0.99999654,4
0.9999996,0.9999974,0.9999936,0.99999964,0.9999983,4
0.9999982,0.9999903,0.99998367,0.9999989,0.99999243,4
0.9999998,0.9999983,0.99999624,0.9999999,0.999999,4
0.9999997,0.9999978,0.9999946,0.9999998,0.9999985,4
0.99999994,0.9999992,0.9999983,1.0,0.9999995,4
0.9999997,0.99999857,0.9999958,0.9999998,0.9999988,4
1.0,0.9999995,0.99999905,1.0,0.9999997,4
0.99999875,0.9999932,0.9999876,0.9999993,0.99999505,4
0.99999976,0.99999845,0.99999726,0.9999999,0.9999993,4
0.9999995,0.9999975,0.9999938,0.9999997,0.99999833,4
0.9999972,0.9999838,0.9999676,0.99999845,0.9999873,4
0.99999964,0.99999833,0.9999959,0.9999998,0.9999984,4
0.9999996,0.99999803,0.9999943,0.99999976,0.9999979,4
0.9999998,0.99999845,0.9999964,0.9999999,0.999999,4
0.99999976,0.9999989,0.9999972,0.9999999,0.9999993,4
0.9999991,0.99999464,0.99999094,0.99999946,0.99999684,4
0.99999976,0.99999905,0.99999726,0.9999999,0.9999992,4
0.9999998,0.9999991,0.9999975,0.9999999,0.9999994,4
0.99999917,0.99999493,0.9999904,0.9999996,0.99999714,4
1.0,0.9999998,0.9999995,1.0,0.9999999,4
0.9999995,0.9999972,0.99999315,0.99999976,0.99999833,4
0.9999992,0.9999945,0.99998766,0.9999994,0.99999636,4
0.9999993,0.9999955,0.99999136,0.9999995,0.9999962,4
0.99999994,0.9999993,0.9999983,0.99999994,0.9999995,4
0.9999977,0.99999,0.9999791,0.99999857,0.9999915,4
0.9999998,0.9999986,0.9999969,0.9999999,0.9999991,4
0.99999446,0.9999736,0.99994963,0.99999607,0.9999783,4
0.9999995,0.99999774,0.9999952,0.99999976,0.999998,4
0.9999999,0.99999917,0.99999714,0.99999994,0.9999994,4
0.999999,0.99999315,0.99998647,0.99999934,0.9999965,4
0.9999997,0.999998,0.9999961,0.9999999,0.99999845,4
0.9999993,0.99999523,0.99999106,0.9999996,0.99999696,4
0.9999997,0.999998,0.99999475,0.9999998,0.99999875,4
0.9999978,0.9999886,0.99998116,0.9999987,0.99999213,4
0.9999999,0.99999905,0.9999976,0.9999999,0.9999993,4
0.9999998,0.9999987,0.9999978,0.9999999,0.9999992,4
0.9999997,0.99999857,0.99999636,0.9999998,0.99999887,4
0.99999857,0.9999922,0.99998134,0.99999905,0.9999951,4
0.9999998,0.9999988,0.99999726,0.99999994,0.99999934,4
0.99999917,0.99999416,0.99998814,0.99999946,0.99999696,4
0.99999964,0.9999974,0.99999404,0.99999976,0.99999857,4
0.99999964,0.9999974,0.9999953,0.99999976,0.99999833,4
0.9999997,0.9999982,0.999995,0.9999998,0.9999988,4
0.9999997,0.99999815,0.99999624,0.9999999,0.9999989,4
0.9999999,0.99999905,0.99999803,0.99999994,0.9999993,4
0.99999976,0.99999833,0.99999624,0.9999998,0.9999986,4
0.9999996,0.9999982,0.9999939,0.9999998,0.99999845,4
